OBJECTID,ADDRESS,NAME,LOCATION,TYPE,LONGITUDE,LATITUDE
663,6903 Dalgliesh Dr.,Centennial - Public Elementary School,Centennial - Public Elementary School,Public Elementary School,-104.68037042200,50.49120843290
664,222 RINK AVE,HENRY JANZEN SCHOOL - PLAYGROUND 222 RINK AVE,HENRY JANZEN SCHOOL,PLAYGROUND,-104.65628909900,50.48799886600
665,222 Rink Ave.,Henry Janzen - Public Elementary School,Henry Janzen - Public Elementary School,Public Elementary School,-104.65701037800,50.48862263890
666,100 RINK AVENUE,LITZENBERGER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,LITZENBERGER,ATHLETIC FIELD,-104.64965839500,50.48946965430
667,100 RINK AVENUE,LITZENBERGER PARK - OUTDOOR RINK BOARDED,LITZENBERGER PARK,OUTDOOR RINK BOARDED,-104.65014410800,50.48869292630
668,100 RINK AVE,LITZENBERGER PARK - PLAYGROUND 100 RINK AVE,LITZENBERGER PARK,PLAYGROUND,-104.64921154400,50.48885634700
669,100 RINK AVENUE,LITZENBERGER PARK - OUTDOOR RINK UNBOARDED,LITZENBERGER PARK,OUTDOOR RINK UNBOARDED,-104.64967834500,50.48874169420
670,100 RINK AVE,LITZENBERGER PARK - OUTDOOR RINK SHELTER,LITZENBERGER PARK,OUTDOOR RINK SHELTER,-104.64987353600,50.48849572960
671,2585 13th Ave,Fire Hall No. 1,WILLIAM WHITE Fire Hall,Fire,-104.61761911800,50.44529913680
672,2550 BROAD STREET,CNIB BUILDING,Wascana Centre,Wascana Centre,-104.60753609300,50.43826662560
673,3202 MCKINLEY AVENUE,PONY PARK E - BALL DIAMOND BS #292,PONY PARK E,BALL DIAMOND,-104.62708801500,50.46991507770
674,3202 MCKINLEY AVENUE,PONY PARK W - BALL DIAMOND BS #287,PONY PARK W,BALL DIAMOND,-104.62850928100,50.46995906950
675,3043 E ARENS ROAD,READY PARK - OUTDOOR RINK BOARDED,READY PARK,OUTDOOR RINK BOARDED,-104.54046889700,50.43640365260
676,3043 E ARENS ROAD,READY PARK - OUTDOOR RINK UNBOARDED,READY PARK,OUTDOOR RINK UNBOARDED,-104.54088621900,50.43670231850
677,3043 E ARENS ROAD,READY PARK/ST. MARGUERITE - BALL DIAMOND BS #70,READY PARK/ST. MARGUERITE,BALL DIAMOND,-104.54085812200,50.43700992130
678,2710 HELMSING ST,W.F. READY SCHOOL - OUTDOOR RINK SHELTER,W.F. READY SCHOOL,OUTDOOR RINK SHELTER,-104.54005469200,50.43663602870
679,3436 OLIVE GROVE,ARBOR GROVE PARK - PLAYGROUND 3436 OLIVE GROVE,ARBOR GROVE PARK,PLAYGROUND,-104.53330770500,50.42531117020
680,250 N GARNET STREET,MCMURCHY PARK - OUTDOOR RINK UNBOARDED,MCMURCHY PARK,OUTDOOR RINK UNBOARDED,-104.62821907100,50.48028410930
681,250 N GARNET ST,MCMURCHY PARK - OUTDOOR RINK SHELTER,MCMURCHY PARK,OUTDOOR RINK SHELTER,-104.62849450900,50.47982734650
682,250 N GARNET STREET,MCMURCHY PARK - OUTDOOR RINK BOARDED,MCMURCHY PARK,OUTDOOR RINK BOARDED,-104.62875800800,50.48027200510
683,250 N GARNET STREET,MCMURCHY PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MCMURCHY PARK,ATHLETIC FIELD,-104.62804545100,50.48080818150
684,250 N GARNET ST,MCMURCHY PARK - PLAYGROUND 250 N GARNET ST,MCMURCHY PARK,PLAYGROUND,-104.62771340800,50.47995031370
685,250 N GARNET STREET,MCMURCHY PARK - BALL DIAMOND BS #266,MCMURCHY PARK,BALL DIAMOND,-104.62755628600,50.48113283290
686,2940 10TH AVE,TAYLOR FIELD PRACTICE FIELD - ATHLETIC FIELD,TAYLOR FIELD PRACTICE FIELD,ATHLETIC FIELD,-104.62437826000,50.45241136680
687,2355 PARLIAMENT AVENUE,MASSEY WEST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,MASSEY WEST MULTI,ATHLETIC FIELD,-104.61195662200,50.41422548690
688,2355 PARLIAMENT AVE,MASSEY PARK - PLAYGROUND 2355 PARLIAMENT AVE,MASSEY PARK,PLAYGROUND,-104.61100003800,50.41363154700
689,94 BOTHWELL CRES,BOTHWELL PARK - PLAYGROUND 94 BOTHWELL CRES,BOTHWELL PARK,PLAYGROUND,-104.59816687900,50.49264977630
690,54 MCNAUGHTON AVE,MCNAUGHTON PARK - PLAYGROUND 54 MCNAUGHTON AVE,MCNAUGHTON PARK,PLAYGROUND,-104.64790603600,50.48179464690
691,1109 E 14TH AVENUE,CRESCENT PARK - BALL DIAMOND BS #94,CRESCENT PARK,BALL DIAMOND,-104.56839298300,50.44165275940
692,1109 E 14TH AVE,CRESCENT PARK - OUTDOOR RINK SHELTER,CRESCENT PARK,OUTDOOR RINK SHELTER,-104.56732003300,50.44139145160
693,1109 E 14TH AVENUE,CRESCENT PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,CRESCENT PARK,ATHLETIC FIELD,-104.56749558700,50.44210079990
694,1109 E 14TH AVE,CRESCENT PARK - PLAYGROUND 1109 E 14TH AVE,CRESCENT PARK,PLAYGROUND,-104.56667169700,50.44175537370
695,1109 E 14TH AVE,CRESCENT PARK - OUTDOOR RINK UNBOARDED,CRESCENT PARK,OUTDOOR RINK UNBOARDED,-104.56763106000,50.44161818620
696,945 REYNOLDS ST,BLOCK 11B PARK - OUTDOOR RINK SHELTER,BLOCK 11B PARK,OUTDOOR RINK SHELTER,-104.58889598200,50.46349521440
697,945 REYNOLDS STREET,BLOCK 11B PARK - OUTDOOR RINK UNBOARDED,BLOCK 11B PARK,OUTDOOR RINK UNBOARDED,-104.58898544200,50.46331954260
698,945 REYNOLDS STREET,BLOCK 11B PARK - OUTDOOR RINK BOARDED,BLOCK 11B PARK,OUTDOOR RINK BOARDED,-104.58899442800,50.46383551710
699,945 BRODER STREET,EASTVIEW PARK - BASKETBALL,EASTVIEW PARK,BASKETBALL,-104.59007745600,50.46373192710
700,945 BRODER STREET,EASTVIEW PARK - SPRAYPAD 945 BRODER ST @ 4TH AVE,EASTVIEW PARK,SPRAYPAD,-104.59047448700,50.46361496840
701,945 BRODER STREET,EASTVIEW PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,EASTVIEW PARK,ATHLETIC FIELD,-104.59024292500,50.46448330560
702,945 BRODER ST,EASTVIEW PARK - PLAYGROUND 945 BRODER ST,EASTVIEW PARK,PLAYGROUND,-104.59029492700,50.46346675870
703,945 BRODER STREET,EASTVIEW PARK - BALL DIAMOND,EASTVIEW PARK,BALL DIAMOND,-104.59065719000,50.46526935400
704,542 HANSEN DR,HANSEN DR. PARK - PLAYGROUND 542 HANSEN DR,HANSEN DR. PARK,PLAYGROUND,-104.68503810500,50.47027022100
705,1803 E ASSINIBOINE AVE,RICHMOND PLACE ENVIRONMENTAL RESERVE - PLAYGROUND 1803 E ASSINIBOINE AVE,RICHMOND PLACE ENVIRONMENTAL RESERVE,PLAYGROUND,-104.55511263700,50.42136670190
706,3769 WASCANA PARKWAY,University of Regina - Luther College,University of Regina - Luther College,Other School,-104.58581618600,50.41854771920
707,3769 WASCANA PARKWAY,ADMINISTRATION HUMANITIES BUILDING,University of Regina,University of Regina,-104.58928829500,50.41916610110
708,3769 WASCANA PARKWAY,University of Regina - Campion College,University of Regina - Campion College,Other School,-104.58693652000,50.41853917560
709,3769 WASCANA PARKWAY,University of Regina - Wascana Parkway Campus,University of Regina - Wascana Parkway Campus,Other School,-104.59034190400,50.41914778310
710,3769 WASCANA PARKWAY,CAMPION COLLEGE,University of Regina,University of Regina,-104.58698194200,50.41825923640
711,3769 WASCANA PARKWAY,CLASSROOMS,University of Regina,University of Regina,-104.59143332300,50.41928044800
712,3769 WASCANA PARKWAY,COLLEGE WEST,University of Regina,University of Regina,-104.59158857100,50.41748071050
713,3769 WASCANA PARKWAY,DAY CARE,University of Regina,University of Regina,-104.59216434300,50.41775696550
714,3769 WASCANA PARKWAY,EDUCATION BUILDING,University of Regina,University of Regina,-104.58958911100,50.41680024220
715,3769 WASCANA PARKWAY,HEATING PLANT,University of Regina,University of Regina,-104.58842436100,50.41523637210
716,3769 WASCANA PARKWAY,LABORATORIES,University of Regina,University of Regina,-104.59203746100,50.41868154130
717,3769 WASCANA PARKWAY,LANGUAGE INSTITUTE,University of Regina,University of Regina,-104.58839759800,50.41885585250
718,3769 WASCANA PARKWAY,LIBRARY BUILDING,University of Regina,University of Regina,-104.59026686400,50.41888768550
719,3769 WASCANA PARKWAY,LUTHER COLLEGE,University of Regina,University of Regina,-104.58553758600,50.41809224520
720,3769 WASCANA PARKWAY,MAINTENANCE BUILDING,University of Regina,University of Regina,-104.58836016600,50.41444854170
721,3769 WASCANA PARKWAY,PHYSICAL ACTIVITY CENTRE,University of Regina,University of Regina,-104.58693826100,50.41723635720
722,3769 WASCANA PARKWAY,RIDDELL CENTRE AND STUDENT CENTRE,University of Regina,University of Regina,-104.59111524900,50.41665334000
723,5451 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK/WINSTON MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,LAKERIDGE SPORTS PARK/WINSTON MULTI,ATHLETIC FIELD,-104.65616728800,50.49430955430
724,5451 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK - BASKETBALL,LAKERIDGE SPORTS PARK,BASKETBALL,-104.65963117300,50.49533867920
725,5451 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK - OUTDOOR SKATEBOARD PARK,LAKERIDGE SPORTS PARK,OUTDOOR SKATEBOARD PARK,-104.65905691200,50.49538507380
726,5451 ROCHDALE BOULEVARD,LAKERIDGE SPORTS PARK/WINSTON - BALL DIAMOND BS #219,LAKERIDGE SPORTS PARK/WINSTON,BALL DIAMOND,-104.65873668400,50.49478745630
727,302 UPLAND DRIVE,ST. GREGORY SCHOOL - BASKETBALL,ST. GREGORY SCHOOL,BASKETBALL,-104.61099901500,50.49254594470
728,302 UPLAND DR,ST. GREGORYSCHOOL - PLAYGROUND 302 UPLAND DR,ST. GREGORYSCHOOL,PLAYGROUND,-104.60991063500,50.49241875260
729,302 Upland Dr.,St. Gregory - Separate Elementary School,St. Gregory - Separate Elementary School,Separate Elementary School,-104.61050682100,50.49238866620
730,4025 25TH AVENUE,RUGBY PARK SOUTHEAST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,RUGBY PARK SOUTHEAST MULTI,ATHLETIC FIELD,-104.63572363100,50.41654728340
731,4025 25TH AVE,REGINA RUGBY FIELDS - PLAYGROUND 4025 25TH AVE,REGINA RUGBY FIELDS,PLAYGROUND,-104.63882207900,50.41734438530
732,4025 25TH AVENUE,RUGBY PARK NORTHEAST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,RUGBY PARK NORTHEAST MULTI,ATHLETIC FIELD,-104.63685787600,50.41788459910
733,4025 25TH AVENUE,RUGBY PARK NORTHWEST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,RUGBY PARK NORTHWEST MULTI,ATHLETIC FIELD,-104.63801091000,50.41790493790
734,4025 25TH AVENUE,RUGBY PARK SOUTHWEST MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,RUGBY PARK SOUTHWEST MULTI,ATHLETIC FIELD,-104.63743676500,50.41675305180
735,2476 VICTORIA AVE,QUEEN ELIZABETH II COURT - FOUNTAIN,QUEEN ELIZABETH II COURT,FOUNTAIN,-104.61587026300,50.44753047760
736,460 ELPHINSTONE ST,A.C.T. BALL PARK - PLAYGROUND 460 ELPHINSTONE ST,A.C.T. BALL PARK,PLAYGROUND,-104.63357676800,50.47257664600
737,1120 14TH AVE,MAPLE LEAF PARK - PLAYGROUND 1120 14TH AVE,MAPLE LEAF PARK,PLAYGROUND,-104.59725633800,50.44448000120
738,1101 14TH AVE.,MAPLE LEAF - OUTDOOR POOL,MAPLE LEAF,OUTDOOR POOL,-104.59664258400,50.44437051070
739,281 RINK AVENUE,FIREHALL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,FIREHALL,ATHLETIC FIELD,-104.65962631800,50.48772716270
740,2010 12TH AVE N,DICKINSON PARK - PLAYGROUND 2010 12TH AVE N,DICKINSON PARK,PLAYGROUND,-104.61076340100,50.49667938960
741,20 SHEPPARD STREET,SHEPPARD PARK/ST. PHILLIP - BALL DIAMOND BS #262,SHEPPARD PARK/ST. PHILLIP,BALL DIAMOND,-104.62500376300,50.47991810880
742,20 SHEPPARD STREET,SHEPPARD PARK/ST. PHILLIP - BALL DIAMOND BS #261,SHEPPARD PARK/ST. PHILLIP,BALL DIAMOND,-104.62385434000,50.47990980630
743,121 E BROADWAY AVENUE,QUEEN ELIZABETH JUBILEE MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,QUEEN ELIZABETH JUBILEE MULTI,ATHLETIC FIELD,-104.58096873200,50.43726930530
744,121 E BROADWAY AVENUE,QUEEN ELIZABETH JUBILEE PARK - SPRAYPAD 121 E BROADWAY AVE,QUEEN ELIZABETH JUBILEE PARK,SPRAYPAD,-104.58107785200,50.43633232850
745,111 E BROADWAY AVE,QUEEN ELIZABETH JUBILEE PARK - PLAYGROUND 111 E BROADWAY AVE,QUEEN ELIZABETH JUBILEE PARK,PLAYGROUND,-104.58165589700,50.43636609030
746,3085 ALBERT STREET,WALTER SCOTT BUILDING,Wascana Centre,Wascana Centre,-104.61657269600,50.43000787280
747,2925 4TH AVENUE N,QUEEN'S PARK/CORONATION - BALL DIAMOND BS #242,QUEEN'S PARK/CORONATION,BALL DIAMOND,-104.62297926800,50.47462971680
748,2925 4TH AVENUE N,QUEEN'S PARK/CORONATION - BALL DIAMOND BS #247,QUEEN'S PARK/CORONATION,BALL DIAMOND,-104.62302209700,50.47539648270
749,3860 BUCKINGHAM DR.,JACK MACKENZIE - BASKETBALL,JACK MACKENZIE,BASKETBALL,-104.52842300000,50.42993089510
750,3860 BUCKINGHAM DR,JACK MACKENZIE/ST. GABRIEL SCHOOL - PLAYGROUND 3860 BUCKINGHAM DR,JACK MACKENZIE/ST. GABRIEL SCHOOL,PLAYGROUND,-104.52763034300,50.43018815390
751,3860 BUCKINGHAM DRIVE,PRINCE WILLIAM/ST. GABRIEL - BALL DIAMOND,PRINCE WILLIAM/ST. GABRIEL,BALL DIAMOND,-104.52805346900,50.43095726810
752,3860 BUCKINGHAM DR.,ST. GABRIEL - BASKETBALL,ST. GABRIEL,BASKETBALL,-104.52722352700,50.43049689230
753,3860 E. BUCKINGHAM DR.,ARCOLA EAST COMMUNITY CENTRE - REC_NBHD FACILITY,ARCOLA EAST COMMUNITY CENTRE,REC_NBHD FACILITY,-104.52672504300,50.42957578100
754,3860 BUCKINGHAM DRIVE,PRINCE WILLIAM/JACK MACKENZIE SCHOOL - BALL DIAMOND,PRINCE WILLIAM/JACK MACKENZIE SCHOOL,BALL DIAMOND,-104.52954099400,50.43016266920
755,3860 BUCKINGHAM DRIVE,ST. GABRIEL - PLAYGROUND 3860 BUCKINGHAM DRIVE,ST. GABRIEL,PLAYGROUND,-104.52734218300,50.43029062240
756,3150 Windsor Park Rd.,St. Gabriel - Separate Elementary School,St. Gabriel - Separate Elementary School,Separate Elementary School,-104.52703009300,50.42984253100
757,3838 E. Buckingham Dr.,Jack MacKenzie - Public Elementary School,Jack MacKenzie - Public Elementary School,Public Elementary School,-104.52868028400,50.42984922690
758,2230 LINDSAY ST.,AL RITCHIE MEMORIAL - ARENA,AL RITCHIE MEMORIAL,ARENA,-104.58588070500,50.44367105380
759,445 14TH AVE.,CORE RITCHIE NEIGHBOURHOOD CENTRE - REC_NBHD FACILITY,CORE RITCHIE NEIGHBOURHOOD CENTRE,REC_NBHD FACILITY,-104.58672017300,50.44351082950
760,2230 LINDSAY ST,GOCKI PARK - BASKETBALL,GOCKI PARK,BASKETBALL,-104.58758471700,50.44365708030
761,2230 LINDSAY STREET,GOCKI PARK - SPRAYPAD 2230 LINDSAY ST & 14TH AVE,GOCKI PARK,SPRAYPAD,-104.58615304600,50.44280129180
762,2230 LINDSAY ST,GOCKI PARK - PLAYGROUND 2230 LINDSAY ST,GOCKI PARK,PLAYGROUND,-104.58603121600,50.44272554960
763,2230 LINDSAY STREET,GOCKI PARK MULTI - ATHLETIC FIELD SOCCER ATHLETIC FIELD,GOCKI PARK MULTI,ATHLETIC FIELD,-104.58712461500,50.44274988830
764,2230 LINDSAY STREET,GOCKI PARK - OUTDOOR TENNIS,GOCKI PARK,OUTDOOR TENNIS,-104.58542286100,50.44270000790
765,2230 LINDSAY STREET,GOCKI PARK - OUTDOOR RINK BOARDED,GOCKI PARK,OUTDOOR RINK BOARDED,-104.58754822500,50.44349943510
766,2230 LINDSAY ST,GOCKI PARK - OUTDOOR RINK SHELTER,GOCKI PARK,OUTDOOR RINK SHELTER,-104.58758089200,50.44312493630
767,1855 ROTHWELL ST,ST. MARK PARK - PLAYGROUND 1855 ROTHWELL ST,ST. MARK PARK,PLAYGROUND,-104.57001724300,50.44949635260
768,3025 MCDONALD STREET,DOUGLAS PARK WASHROOM - SEASONAL WASHROOM,DOUGLAS PARK WASHROOM,SEASONAL WASHROOM,-104.57819083100,50.42812154380
769,3025 MCDONALD STREET,DOUGLAS PARK NW - BALL DIAMOND BS #106,DOUGLAS PARK NW,BALL DIAMOND,-104.58255905500,50.42801890890
770,3025 MCDONALD STREET,DOUGLAS PARK WASHROOM/CHANGE ROOM BUNKER - SEASONAL WASHROOM,DOUGLAS PARK WASHROOM/CHANGE ROOM BUNKER,SEASONAL WASHROOM,-104.57821201300,50.42840763850
771,3025 MCDONALD STREET,DOUGLAS PARK SW - BALL DIAMOND BS #110,DOUGLAS PARK SW,BALL DIAMOND,-104.58209323500,50.42732003940
772,3025 MCDONALD STREET,DOUGLAS PARK (COSMOS) - BALL DIAMOND BS #103,DOUGLAS PARK (COSMOS),BALL DIAMOND,-104.57940941600,50.42893088130
773,3025 MCDONALD STREET,DOUGLAS PARK NE - BALL DIAMOND BS #105,DOUGLAS PARK NE,BALL DIAMOND,-104.58102502900,50.42803223870
774,3025 MCDONALD STREET,DOUGLAS PARK WEST SOCCER - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DOUGLAS PARK WEST SOCCER,ATHLETIC FIELD,-104.58254756800,50.43079731450
775,3025 MCDONALD STREET,DOUGLAS PARK EAST SOCCER  - ATHLETIC FIELD SOCCER ATHLETIC FIELD,DOUGLAS PARK EAST SOCCER,ATHLETIC FIELD,-104.58026749300,50.43093377120
776,3025 MCDONALD STREET,DOUGLAS PARK SE - BALL DIAMOND BS #104,DOUGLAS PARK SE,BALL DIAMOND,-104.58100409400,50.42706173980
777,3025 MCDONALD STREET,DOUGLAS PARK (LEIBEL) - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,DOUGLAS PARK (LEIBEL),ATHLETIC FIELD,-104.57997210400,50.42752417530
778,3025 MCDONALD STREET,DOUGLAS PARK - OUTDOOR TENNIS,DOUGLAS PARK,OUTDOOR TENNIS,-104.57714402600,50.42851445000
779,1464 BROADWAY AVE,TARTAN - CURLING CLUB,TARTAN,CURLING CLUB,-104.60189978600,50.43814906520
780,725 EMPRESS STREET,TRANSCONA PLAYGROUND - BALL DIAMOND BS #162,TRANSCONA PLAYGROUND,BALL DIAMOND,-104.65285981100,50.46547292940
781,725 EMPRESS ST,TRANSCONA - PLAYGROUND 725 EMPRESS ST,TRANSCONA,PLAYGROUND,-104.65344273300,50.46531076830
782,1660 9TH AVENUE N,ROBERT USHER MULTI - ATHLETIC FIELD MULTI-USE ATHLETIC FIELD,ROBERT USHER MULTI,ATHLETIC FIELD,-104.60409186600,50.48532993300
783,20 WAKEFIELD CRESCENT,SHERWOOD PARK/ELSIE MIRONUCK - BALL DIAMOND BS #204,SHERWOOD PARK/ELSIE MIRONUCK,BALL DIAMOND,-104.65031614300,50.47990307350
784,20 WAKEFIELD CRES,ELSIE MIRONUCK SCHOOL - OUTDOOR RINK SHELTER,ELSIE MIRONUCK SCHOOL,OUTDOOR RINK SHELTER,-104.64825344000,50.47923360480
785,20 WAKEFIELD CRESCENT,SHERWOOD PARK/ELSIE MIRONUCK - BALL DIAMOND BS #203,SHERWOOD PARK/ELSIE MIRONUCK,BALL DIAMOND,-104.64919667400,50.47989653020
786,20 WAKEFIELD CRESCENT,SHERWOOD PARK - OUTDOOR RINK UNBOARDED,SHERWOOD PARK,OUTDOOR RINK UNBOARDED,-104.64843577300,50.47931515170
787,20 WAKEFIELD CRESCENT,SHERWOOD PARK - OUTDOOR RINK BOARDED,SHERWOOD PARK,OUTDOOR RINK BOARDED,-104.64876719200,50.47943805300
788,20 WAKEFIELD CRESCENT,SHERWOOD PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,SHERWOOD PARK,ATHLETIC FIELD,-104.64983227400,50.47939681340
789,20 WAKEFIELD CRES,SHERWOOD PARK - PLAYGROUND 20 WAKEFIELD CRES,SHERWOOD PARK,PLAYGROUND,-104.64812969400,50.47952184870
790,20 WAKEFIELD CRES,ELSIE MIRONUCK SCHOOL - PLAYGROUND 20 WAKEFIELD CRES,ELSIE MIRONUCK SCHOOL,PLAYGROUND,-104.64924011900,50.47836640460
791,18 Wakefield Cr.,Elsie Mironuk - Public Elementary School,Elsie Mironuk - Public Elementary School,Public Elementary School,-104.64948650800,50.47870281460
792,125 PAYNTER CRES,MCLURG SCHOOL - PLAYGROUND 125 PAYNTER CRES,MCLURG SCHOOL,PLAYGROUND,-104.68032312700,50.47301238810
793,125 PAYNTER CRESCENT,MCLURG SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,MCLURG SCHOOL,ATHLETIC FIELD,-104.67922293100,50.47275605680
794,125 PAYNTER CRESCENT,MCLURG SCHOOL - BALL DIAMOND BS #200,MCLURG SCHOOL,BALL DIAMOND,-104.67883272600,50.47290983880
795,125 PAYNTER CRESCENT,MCLURG SCHOOL - BASKETBALL,MCLURG SCHOOL,BASKETBALL,-104.68022326100,50.47253231200
796,125 Paynter Cr.,McLurg - Public Elementary School,McLurg - Public Elementary School,Public Elementary School,-104.68001916900,50.47252425730
797,100 PROCTER PL,PROCTER PARK - PLAYGROUND 100 PROCTER PL,PROCTER PARK,PLAYGROUND,-104.61419178700,50.41708058320
798,1033 EDGAR ST,HAULTAIN SCHOOL - PLAYGROUND 1033 EDGAR ST,HAULTAIN SCHOOL,PLAYGROUND,-104.58685338500,50.46249521740
799,1033 EDGAR STREET,HAULTAIN SCHOOL - ATHLETIC FIELD SOCCER ATHLETIC FIELD,HAULTAIN SCHOOL,ATHLETIC FIELD,-104.58725861400,50.46165817530
800,1033 EDGAR STREET,HAULTAIN SCHOOL - BASKETBALL,HAULTAIN SCHOOL,BASKETBALL,-104.58725235500,50.46193286120
801,1033 EDGAR STREET,HAULTAIN SCHOOL - BALL DIAMOND BS #291,HAULTAIN SCHOOL,BALL DIAMOND,-104.58770738500,50.46156887530
802,1033 Edgar St.,Haultain - Public Elementary School,Haultain - Public Elementary School,Public Elementary School,-104.58725257500,50.46208426240
803,5255 Rochdale Blvd.,Winston Knoll Collegiate - Public High School,Winston Knoll Collegiate - Public High School,Public High School,-104.65614612000,50.49524723360
804,281 TRIFUNOV CRES,GARUIK PARK - PLAYGROUND 281 TRIFUNOV CRES,GARUIK PARK,PLAYGROUND,-104.63821720600,50.49183416270
805,2710 HELMSING STREET,W.F. READY SCHOOL - BASKETBALL,W.F. READY SCHOOL,BASKETBALL,-104.54016982200,50.43745813190
806,2710 HELMSING STREET,W.F. READY SCHOOL - BALL DIAMOND BS #69,W.F. READY SCHOOL,BALL DIAMOND,-104.54007717400,50.43812916640
807,2710 HELMSING ST,W.F. READY SCHOOL - PLAYGROUND 2710 HELMSING ST,W.F. READY SCHOOL,PLAYGROUND,-104.53948698900,50.43787449870
808,2710 Helmsing St.,W. F. Ready - Public Elementary School,W. F. Ready - Public Elementary School,Public Elementary School,-104.53988426100,50.43742365380
809,750 PASQUA ST,KINSMEN PARK NORTH - SEASONAL WASHROOM,KINSMEN PARK NORTH,SEASONAL WASHROOM,-104.64198251200,50.46598729170
810,850 PASQUA STREET,KINSMEN PARK NORTH NW - BALL DIAMOND BS #185,KINSMEN PARK NORTH NW,BALL DIAMOND,-104.64285242300,50.46588288220
811,850 PASQUA STREET,KINSMEN PARK NORTH SW - BALL DIAMOND BS #166,KINSMEN PARK NORTH SW,BALL DIAMOND,-104.64276011700,50.46464462280
812,850 PASQUA STREET,KINSMEN PARK NORTH NE - BALL DIAMOND BS #168,KINSMEN PARK NORTH NE,BALL DIAMOND,-104.64152342500,50.46578419000
813,850 PASQUA STREET,KINSMEN PARK NORTH - BALL DIAMOND BS #186,KINSMEN PARK NORTH,BALL DIAMOND,-104.64291426500,50.46520306970
814,850 PASQUA STREET,KINSMEN PARK NORTH SE - BALL DIAMOND BS #167,KINSMEN PARK NORTH SE,BALL DIAMOND,-104.64150562000,50.46477861810
815,2180 23RD AVE,WASCANA REHABILITATION CENTRE,WASCANA REHABILITATION CENTRE,Hospital,-104.61115757700,50.42506099810
816,2180 23RD AVENUE,WASCANA REHABILITATION CENTRE,Wascana Centre,Wascana Centre,-104.61093367600,50.42518967230
817,1912 E 7TH AVENUE,STEWART RUSSELL PARK - OUTDOOR RINK UNBOARDED,STEWART RUSSELL PARK,OUTDOOR RINK UNBOARDED,-104.55608858500,50.45902909650
818,1912 E 7TH AVENUE,STEWART RUSSELL SCHOOL CENTRAL - BALL DIAMOND BS #91,STEWART RUSSELL SCHOOL CENTRAL,BALL DIAMOND,-104.55601236400,50.45956511400
819,1912 E 7TH AVENUE,STEWART RUSSELL SCHOOL NORTH - BALL DIAMOND BS #90,STEWART RUSSELL SCHOOL NORTH,BALL DIAMOND,-104.55603169800,50.46023001890
820,1912 E 7TH AVE,STEWART RUSSELL PARK - OUTDOOR RINK SHELTER,STEWART RUSSELL PARK,OUTDOOR RINK SHELTER,-104.55633760400,50.45890703460
821,1912 E 7TH AVE,STEWART RUSSELL PARK - PLAYGROUND 1912 E 7TH AVE,STEWART RUSSELL PARK,PLAYGROUND,-104.55593693000,50.45874077280
822,1912 E 7TH AVENUE,STEWART RUSSELL PARK - ATHLETIC FIELD SOCCER ATHLETIC FIELD,STEWART RUSSELL PARK,ATHLETIC FIELD,-104.55492322800,50.45987909350
823,5560 LEIBEL CRES,LAKERIDGE PARK N - PLAYGROUND 5560 LEIBEL CRES,LAKERIDGE PARK N,PLAYGROUND,-104.65872484400,50.50236165710
824,5560 LEIBEL CRESCENT,LAKERIDGE PARK - BASKETBALL,LAKERIDGE PARK,BASKETBALL,-104.65910141400,50.50170206600
825,5560 LEIBEL CRES,LAKERIDGE PARK - PARK WATER FEATURE,LAKERIDGE PARK,PARK WATER FEATURE,-104.65860164700,50.50171513990
826,1717 ELPHINSTONE ST,REGINA SPORTPLEX - INDOOR POOL,REGINA SPORTPLEX,INDOOR POOL,-104.63010998300,50.45146867730
827,1717 ELPHINSTONE ST.,REGINA SPORTPLEX  - REC_NBHD FACILITY,REGINA SPORTPLEX,REC_NBHD FACILITY,-104.63022952300,50.45109494900
828,1717 ELPHINSTONE STREET,REGINA SPORTPLEX - BASKETBALL,REGINA SPORTPLEX,BASKETBALL,-104.62789401300,50.45063554220
829,1717 ELPHINSTONE ST.,REGINA SPORTPLEX - INDOOR TENNIS,REGINA SPORTPLEX,INDOOR TENNIS,-104.63011653900,50.45067292390
830,2188 BRODER ST.,PRINCE OF WALES BRANCH LIBRARY,PRINCE OF WALES BRANCH LIBRARY,Library,-104.59123992200,50.44412725930
831,2440 BROAD STREET,CBC BUILDING,Wascana Centre,Wascana Centre,-104.60792087600,50.43912475530
